#Organism/Name,Strain,CladeID,BioSample,BioProject,Group,SubGroup,Assembly,Size (Mb),GC%,Replicons,WGS,Scaffolds,Genes,Proteins,Release Date,Modify Date,Level,RefSeq FTP,GenBank FTP
Streptococcus agalactiae,,20122,SAMEA46071418 ,PRJEB18603,Terrabacteria group,Firmicutes,GCA_900155855.1 ,2.17028,35.5,chromosome I:NZ_LT714196.1/LT714196.1,-,1,2283,2094,5/18/2017,5/24/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/155/855/GCF_900155855.1_BM110,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/155/855/GCA_900155855.1_BM110
Streptococcus pyogenes,MGAS11027,20126,SAMN03792044 ,PRJNA167314,Terrabacteria group,Firmicutes,GCA_001635895.1 ,1.78687,38.6,chromosome:NZ_CP013838.1/CP013838.1,-,1,1796,1662,5/2/2016,3/28/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/635/895/GCF_001635895.1_ASM163589v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/635/895/GCA_001635895.1_ASM163589v1
Streptococcus pyogenes,MGAS23530,20126,SAMN03775331 ,PRJNA287028,Terrabacteria group,Firmicutes,GCA_001635935.1 ,1.70939,38.5,chromosome:NZ_CP013839.1/CP013839.1,-,1,1698,1571,5/2/2016,3/28/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/635/935/GCF_001635935.1_ASM163593v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/635/935/GCA_001635935.1_ASM163593v1
Streptococcus pyogenes,MGAS27061,20126,SAMN03161558 ,PRJNA266333,Terrabacteria group,Firmicutes,GCA_001635975.1 ,1.74135,38.5,chromosome:NZ_CP013840.1/CP013840.1,-,1,1736,1608,5/2/2016,3/28/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/635/975/GCF_001635975.1_ASM163597v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/635/975/GCA_001635975.1_ASM163597v1
Streptococcus pyogenes,NS53,20126,SAMN04625972 ,PRJNA317786,Terrabacteria group,Firmicutes,GCA_001638845.2 ,1.76512,38.4,chromosome:NZ_CP015238.2/CP015238.2,-,1,1759,1631,5/6/2016,3/28/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/638/845/GCF_001638845.2_ASM163884v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/638/845/GCA_001638845.2_ASM163884v2
Streptococcus pyogenes,STAB09014,20126,SAMN03418290 ,PRJNA278400,Terrabacteria group,Firmicutes,GCA_001678885.1 ,1.86249,38.4,chromosome:NZ_CP011069.1/CP011069.1,-,1,1890,1746,7/5/2016,3/28/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/678/885/GCF_001678885.1_ASM167888v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/678/885/GCA_001678885.1_ASM167888v1
Streptococcus pyogenes,NCTC8198,20126,SAMEA2479569 ,PRJEB6403,Terrabacteria group,Firmicutes,GCA_002055535.1 ,1.91486,38.5,chromosome 1:NZ_LN831034.1/LN831034.1,-,1,2007,1866,3/22/2015,3/23/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/055/535/GCF_002055535.1_NCTC8198,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/055/535/GCA_002055535.1_NCTC8198
Streptococcus pyogenes,STAB14018,20126,SAMN04500791 ,PRJNA312571,Terrabacteria group,Firmicutes,GCA_002163545.1 ,1.89047,38.6,chromosome:NZ_CP014542.1/CP014542.1,-,1,1966,1827,6/2/2017,6/5/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/163/545/GCF_002163545.1_ASM216354v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/163/545/GCA_002163545.1_ASM216354v1
Streptococcus pyogenes,GURSA1,20126,SAMN06435541 ,PRJNA376567,Terrabacteria group,Firmicutes,GCA_002236855.1 ,1.89317,38.5,chromosome:NZ_CP022206.1/CP022206.1,-,1,1963,1823,7/28/2017,8/1/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/236/855/GCF_002236855.1_ASM223685v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/236/855/GCA_002236855.1_ASM223685v1
Streptococcus pyogenes,GUR,20126,SAMN06434935 ,PRJNA376567,Terrabacteria group,Firmicutes,GCA_002236875.1 ,1.8902,38.5,chromosome:NZ_CP022354.1/CP022354.1,-,1,1959,1819,7/28/2017,8/1/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/236/875/GCF_002236875.1_ASM223687v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/236/875/GCA_002236875.1_ASM223687v1
Streptococcus pyogenes,STAB090229,20126,SAMN06473357 ,PRJNA377855,Terrabacteria group,Firmicutes,GCA_002238295.1 ,1.84635,38.6,chromosome:NZ_CP020027.1/CP020027.1,-,1,1887,1755,8/1/2017,8/21/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/238/295/GCF_002238295.1_ASM223829v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/238/295/GCA_002238295.1_ASM223829v1
Streptococcus pyogenes,STAB120304,20126,SAMN06554460 ,PRJNA378587,Terrabacteria group,Firmicutes,GCA_002238315.1 ,1.89035,38.6,chromosome:NZ_CP020082.1/CP020082.1,-,1,1964,1812,8/1/2017,8/21/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/238/315/GCF_002238315.1_ASM223831v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/238/315/GCA_002238315.1_ASM223831v1
Streptococcus pyogenes,M3-b,20126,SAMD00000355 ,PRJDB1740,Terrabacteria group,Firmicutes,GCA_002355175.1 ,1.89382,38.5,chromosome 1:NZ_AP014596.1/AP014596.1,-,1,1976,1839,2/26/2016,9/27/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/355/175/GCF_002355175.1_ASM235517v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/355/175/GCA_002355175.1_ASM235517v1
Streptococcus pyogenes,JMUB1235,20126,SAMD00057778 ,PRJDB5086,Terrabacteria group,Firmicutes,GCA_002355815.1 ,1.74198,38.5,chromosome:NZ_AP017629.1/AP017629.1,-,1,1736,1607,8/27/2016,9/27/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/355/815/GCF_002355815.1_ASM235581v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/355/815/GCA_002355815.1_ASM235581v1
Streptococcus pyogenes,HarveyGAS,20126,SAMN07757765 ,PRJNA413555,Terrabacteria group,Firmicutes,GCA_002557755.1 ,1.85298,38.3,chromosome:NZ_CP023769.1/CP023769.1,-,1,1877,1727,10/16/2017,10/19/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/557/755/GCF_002557755.1_ASM255775v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/557/755/GCA_002557755.1_ASM255775v1
Streptococcus sp. VT 162,VT 162,20104,SAMN02401018 ,PRJNA227244,Terrabacteria group,Firmicutes,GCA_000688775.2 ,2.04114,41.1,chromosome:CP007628.2,-,1,2019,1922,5/12/2014,3/25/2015,Complete Genome,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/688/775/GCA_000688775.2_ASM68877v2
Streptococcus sp. 'group B',FDAARGOS_229,20122,SAMN04875566 ,PRJNA231221,Terrabacteria group,Firmicutes,GCA_002073795.1 ,2.17806,35.6,chromosome:CP020432.1,-,1,2255,1960,3/29/2017,3/29/2017,Complete Genome,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/073/795/GCA_002073795.1_ASM207379v1
Streptococcus equi subsp. equi,ATCC 39506,20124,SAMN07173892 ,PRJNA388268,Terrabacteria group,Firmicutes,GCA_002202295.1 ,2.27207,41.3,chromosome:CP021972.1,-,1,2294,2208,6/20/2017,6/20/2017,Complete Genome,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/202/295/GCA_002202295.1_ASM220229v1
Streptococcus pyogenes STAB901,STAB901,20126,SAMN03081523 ,PRJNA232121,Terrabacteria group,Firmicutes,GCA_000732385.1 ,1.79561,38.5,chromosome:CP007024.1,-,1,1812,1358,7/22/2014,10/1/2014,Complete Genome,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/732/385/GCA_000732385.1_ASM73238v1
Streptococcus pyogenes,MEW427,20126,SAMN04419118 ,PRJNA308988,Terrabacteria group,Firmicutes,GCA_001535505.1 ,1.81445,38.5,chromosome:CP014138.1,-,1,1767,1554,1/25/2016,4/7/2016,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/535/505/GCF_001535505.1_ASM153550v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/535/505/GCA_001535505.1_ASM153550v1
Streptococcus pyogenes,MTB313,20126,SAMD00000328 ,PRJDB1654,Terrabacteria group,Firmicutes,GCA_001547815.1 ,1.74533,38.5,chromosome Unknown:AP014572.1,-,1,1843,1758,2/24/2015,6/4/2015,Complete Genome,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/547/815/GCA_001547815.1_ASM154781v1
Streptococcus agalactiae ILRI112,ILRI112,20122,SAMEA2272025 ,PRJEB1774,Terrabacteria group,Firmicutes,GCA_000427055.1 ,2.0292,35.3,chromosome I:HF952106.1,-,1,2173,2073,5/28/2013,6/25/2014,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/427/055/GCF_000427055.1_ILRI112,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/427/055/GCA_000427055.1_ILRI112
Streptococcus agalactiae 138P,138P,20122,SAMN02689812 ,PRJNA226756,Terrabacteria group,Firmicutes,GCA_000599965.1 ,1.8387,35.5,chromosome:CP007482.1,-,1,1831,1593,3/25/2014,4/21/2014,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/599/965/GCF_000599965.1_ASM59996v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/599/965/GCA_000599965.1_ASM59996v1
Streptococcus agalactiae,138spar,20122,SAMN02721568 ,PRJNA226756,Terrabacteria group,Firmicutes,GCA_000636115.1 ,1.83813,35.5,chromosome:CP007565.1,-,1,1825,1590,4/23/2014,5/20/2014,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/636/115/GCF_000636115.1_ASM63611v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/636/115/GCA_000636115.1_ASM63611v1
Streptococcus agalactiae,22-Feb,20122,SAMEA3283110 ,PRJEB643,Terrabacteria group,Firmicutes,GCA_000967445.1 ,1.83887,35.5,chromosome:FO393392.1,-,1,1854,1548,5/7/2013,3/7/2015,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/967/445/GCF_000967445.1_ASM96744v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/967/445/GCA_000967445.1_ASM96744v1
Streptococcus agalactiae,GX026,20122,SAMN02906739 ,PRJNA254961,Terrabacteria group,Firmicutes,GCA_001190865.1 ,1.84065,35.5,chromosome:CP011328.1,-,1,1875,1613,8/3/2015,8/3/2015,Complete Genome,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/190/865/GCA_001190865.1_ASM119086v1
Streptococcus agalactiae,S25,20122,SAMN05185185 ,PRJNA323652,Terrabacteria group,Firmicutes,GCA_001655175.1 ,1.83899,35.5,chromosome:CP015976.1,-,1,1880,1640,6/3/2016,6/3/2016,Complete Genome,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/655/175/GCA_001655175.1_ASM165517v1
Streptococcus agalactiae,S13,20122,SAMN06124256 ,PRJNA356737,Terrabacteria group,Firmicutes,GCA_001908255.1 ,1.83516,35.4,chromosome:CP018623.1,-,1,1904,1645,12/19/2016,12/19/2016,Complete Genome,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/908/255/GCA_001908255.1_ASM190825v1
Streptococcus suis 05ZYH33,05ZYH33,20103,SAMN02603018 ,PRJNA17153,Terrabacteria group,Firmicutes,GCA_000014305.1 ,2.09631,41.1,chromosome:CP000407.1,-,1,2254,2186,4/24/2007,1/30/2014,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/014/305/GCF_000014305.1_ASM1430v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/014/305/GCA_000014305.1_ASM1430v1
Streptococcus suis 98HAH33,98HAH33,20103,SAMN02603019 ,PRJNA17155,Terrabacteria group,Firmicutes,GCA_000014325.1 ,2.0957,41.1,chromosome:CP000408.1,-,1,2257,2189,4/24/2007,1/30/2014,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/014/325/GCF_000014325.1_ASM1432v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/014/325/GCA_000014325.1_ASM1432v1
Streptococcus suis,LS9N,20103,SAMEA19981168 ,PRJEB8392,Terrabacteria group,Firmicutes,GCA_900143575.1 ,2.56164,41.4,chromosome I:LT671674.1,-,1,-,-,12/9/2016,12/9/2016,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/143/575/GCF_900143575.1_LS9N,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/143/575/GCA_900143575.1_LS9N
Haemophilus influenzae Rd KW20,,19710,SAMN02603991 ,PRJNA219,Proteobacteria,Gammaproteobacteria,GCA_000027305.1 ,1.83014,38.2,chromosome:NC_000907.1/L42023.1,-,1,1765,1610,7/25/1995,8/2/2016,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/027/305/GCF_000027305.1_ASM2730v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/027/305/GCA_000027305.1_ASM2730v1
Haemophilus parasuis SH0165,SH0165,19694,SAMN02603313 ,PRJNA31099,Proteobacteria,Gammaproteobacteria,GCA_000021885.1 ,2.26916,40,chromosome:NC_011852.1/CP001321.1,-,1,2273,2050,1/7/2009,3/30/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/021/885/GCF_000021885.1_ASM2188v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/021/885/GCA_000021885.1_ASM2188v1
Haemophilus ducreyi 35000HP,35000HP,22634,SAMN02604087 ,PRJNA38,Proteobacteria,Gammaproteobacteria,GCA_000007945.1 ,1.69895,38.2,chromosome:NC_002940.2/AE017143.1,-,1,1680,1516,10/24/2001,3/29/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/007/945/GCF_000007945.1_ASM794v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/007/945/GCA_000007945.1_ASM794v1
Haemophilus parainfluenzae T3T1,T3T1,34951,SAMEA3138384 ,PRJNA50411,Proteobacteria,Gammaproteobacteria,GCA_000210895.1 ,2.08688,39.6,chromosome:NC_015964.1/FQ312002.1,-,1,2056,1948,7/23/2010,3/30/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/210/895/GCF_000210895.1_ASM21089v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/210/895/GCA_000210895.1_ASM21089v1
Haemophilus pittmaniae,NCTC13334,34951,SAMEA4384241 ,PRJEB6403,Proteobacteria,Gammaproteobacteria,GCA_900186995.1 ,2.18135,42.5,chromosome 1:NZ_LT906463.1/LT906463.1,-,1,2061,1946,8/15/2017,8/28/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/186/995/GCF_900186995.1_50465_A02,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/186/995/GCA_900186995.1_50465_A02
[Haemophilus] ducreyi,VAN1,22634,SAMN04632439 ,PRJNA318024,Proteobacteria,Gammaproteobacteria,GCA_001647655.1 ,1.66745,38.1,chromosome:NZ_CP015424.1/CP015424.1,-,1,1642,1477,5/19/2016,4/5/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/647/655/GCF_001647655.1_ASM164765v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/647/655/GCA_001647655.1_ASM164765v1
[Haemophilus] parasuis,SH03,19694,SAMN02953022 ,PRJNA257533,Proteobacteria,Gammaproteobacteria,GCA_000740985.1 ,2.26593,40,chromosome:NZ_CP009158.1/CP009158.1,-,1,2297,2028,8/18/2014,9/25/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/740/985/GCF_000740985.1_ASM74098v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/740/985/GCA_000740985.1_ASM74098v1
Haemophilus influenzae 86-028NP,86-028NP,19710,SAMN02603157 ,PRJNA11752,Proteobacteria,Gammaproteobacteria,GCA_000012185.1 ,1.91449,38.2,chromosome:NC_007146.2/CP000057.2,-,1,1934,1793,6/21/2005,3/22/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/012/185/GCF_000012185.1_ASM1218v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/012/185/GCA_000012185.1_ASM1218v1
Haemophilus influenzae R2866,R2866,19710,SAMN02604259 ,PRJNA9621,Proteobacteria,Gammaproteobacteria,GCA_000165525.1 ,1.93231,38.1,chromosome:NC_017451.1/CP002277.1,-,1,1935,1803,10/22/2010,3/22/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/165/525/GCF_000165525.1_ASM16552v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/165/525/GCA_000165525.1_ASM16552v1
[Haemophilus] parasuis,KL0318,19694,SAMN02996424 ,PRJNA258333,Proteobacteria,Gammaproteobacteria,GCA_000742795.1 ,2.28088,40,chromosome:NZ_CP009237.1/CP009237.1,-,1,2296,2023,8/21/2014,9/25/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/742/795/GCF_000742795.1_ASM74279v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/742/795/GCA_000742795.1_ASM74279v1
[Haemophilus] ducreyi,VAN2,22634,SAMN04632440 ,PRJNA318024,Proteobacteria,Gammaproteobacteria,GCA_001647695.1 ,1.58962,37.9,chromosome:NZ_CP015425.1/CP015425.1,-,1,1547,1382,5/19/2016,4/5/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/647/695/GCF_001647695.1_ASM164769v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/647/695/GCA_001647695.1_ASM164769v1
[Haemophilus] ducreyi,VAN3,22634,SAMN04632441 ,PRJNA318024,Proteobacteria,Gammaproteobacteria,GCA_001647735.1 ,1.6671,38.1,chromosome:NZ_CP015426.1/CP015426.1,-,1,1639,1475,5/19/2016,4/5/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/647/735/GCF_001647735.1_ASM164773v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/647/735/GCA_001647735.1_ASM164773v1
[Haemophilus] parasuis,SC1401,19694,SAMN04620679 ,PRJNA317522,Proteobacteria,Gammaproteobacteria,GCA_001611775.1 ,2.27754,40,chromosome:NZ_CP015099.1/CP015099.1,-,1,2220,1971,4/6/2016,4/5/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/611/775/GCF_001611775.1_ASM161177v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/611/775/GCA_001611775.1_ASM161177v1
Haemophilus influenzae R2846,R2846,19710,SAMN02604260 ,PRJNA9620,Proteobacteria,Gammaproteobacteria,GCA_000165575.1 ,1.81937,38,chromosome:NC_017452.1/CP002276.1,-,1,1801,1656,10/25/2010,3/22/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/165/575/GCF_000165575.1_ASM16557v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/165/575/GCA_000165575.1_ASM16557v1
Haemophilus influenzae F3031,F3031,19710,SAMEA3138342 ,PRJNA50729,Proteobacteria,Gammaproteobacteria,GCA_000197875.1 ,1.98583,38.2,chromosome:NC_014920.1/FQ670178.1,-,1,2020,1844,12/16/2010,5/28/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/197/875/GCF_000197875.1_ASM19787v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/197/875/GCA_000197875.1_ASM19787v1
[Haemophilus] parasuis,CL120103,19694,SAMN06477788 ,PRJNA377928,Proteobacteria,Gammaproteobacteria,GCA_002055565.1 ,2.30535,40,chromosome:NZ_CP020085.1/CP020085.1,-,1,2236,1962,3/21/2017,4/10/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/055/565/GCF_002055565.1_ASM205556v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/055/565/GCA_002055565.1_ASM205556v1
[Haemophilus] ducreyi,VAN4,22634,SAMN04632442 ,PRJNA318024,Proteobacteria,Gammaproteobacteria,GCA_001647765.1 ,1.67305,38.1,chromosome:NZ_CP015427.1/CP015427.1,-,1,1653,1486,5/19/2016,4/5/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/647/765/GCF_001647765.1_ASM164776v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/647/765/GCA_001647765.1_ASM164776v1
[Haemophilus] ducreyi,VAN5,22634,SAMN04632443 ,PRJNA318024,Proteobacteria,Gammaproteobacteria,GCA_001647795.1 ,1.66748,38.1,chromosome:NZ_CP015428.1/CP015428.1,-,1,1645,1481,5/19/2016,4/5/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/647/795/GCF_001647795.1_ASM164779v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/647/795/GCA_001647795.1_ASM164779v1
Haemophilus influenzae F3047,F3047,19710,SAMEA2272570 ,PRJEA61001,Proteobacteria,Gammaproteobacteria,GCA_000200475.1 ,2.00702,38.2,chromosome:NC_014922.1/FQ670204.1,-,1,2042,1867,1/10/2011,5/28/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/200/475/GCF_000200475.1_ASM20047v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/200/475/GCA_000200475.1_ASM20047v1
Haemophilus influenzae 10810,10810,19710,SAMEA3138383 ,PRJNA50409,Proteobacteria,Gammaproteobacteria,GCA_000210875.1 ,1.98154,38.1,chromosome:NC_016809.1/FQ312006.1,-,1,2012,1851,7/23/2010,3/22/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/210/875/GCF_000210875.1_ASM21087v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/210/875/GCA_000210875.1_ASM21087v1
[Haemophilus] ducreyi,GHA1,22634,SAMN04632444 ,PRJNA318024,Proteobacteria,Gammaproteobacteria,GCA_001647815.1 ,1.62216,37.9,chromosome:NZ_CP015429.1/CP015429.1,-,1,1565,1398,5/19/2016,4/5/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/647/815/GCF_001647815.1_ASM164781v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/647/815/GCA_001647815.1_ASM164781v1
[Haemophilus] ducreyi,GHA2,22634,SAMN04632445 ,PRJNA318024,Proteobacteria,Gammaproteobacteria,GCA_001647835.1 ,1.63424,37.9,chromosome:NZ_CP015430.1/CP015430.1,-,1,1574,1386,5/19/2016,4/5/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/647/835/GCF_001647835.1_ASM164783v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/647/835/GCA_001647835.1_ASM164783v1
Haemophilus influenzae KR494,KR494,19710,SAMN02603575 ,PRJNA203127,Proteobacteria,Gammaproteobacteria,GCA_000465255.1 ,1.85618,38.1,chromosome:NC_022356.1/CP005967.1,-,1,1808,1635,9/9/2013,3/24/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/465/255/GCF_000465255.1_ASM46525v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/465/255/GCA_000465255.1_ASM46525v1
Haemophilus influenzae CGSHiCZ412602,CGSHiCZ412602,19710,SAMN02800345 ,PRJNA189674,Proteobacteria,Gammaproteobacteria,GCA_000698365.1 ,1.8118,38.1,chromosome:NZ_CP007805.1/CP007805.1,-,1,1791,1655,6/5/2014,3/24/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/698/365/GCF_000698365.1_ASM69836v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/698/365/GCA_000698365.1_ASM69836v1
[Haemophilus] ducreyi,GHA3,22634,SAMN04632446 ,PRJNA318024,Proteobacteria,Gammaproteobacteria,GCA_001647855.1 ,1.73854,38.2,chromosome:NZ_CP015431.1/CP015431.1,-,1,1722,1554,5/19/2016,4/5/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/647/855/GCF_001647855.1_ASM164785v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/647/855/GCA_001647855.1_ASM164785v1
[Haemophilus] ducreyi,GHA5,22634,SAMN04632447 ,PRJNA318024,Proteobacteria,Gammaproteobacteria,GCA_001647875.1 ,1.73856,38.2,chromosome:NZ_CP015432.1/CP015432.1,-,1,1728,1553,5/19/2016,4/5/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/647/875/GCF_001647875.1_ASM164787v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/647/875/GCA_001647875.1_ASM164787v1
Haemophilus influenzae,Hi375,19710,SAMN03093440 ,PRJNA263041,Proteobacteria,Gammaproteobacteria,GCA_000767075.1 ,1.8509,38.2,chromosome:NZ_CP009610.1/CP009610.1,-,1,1843,1710,10/16/2014,3/24/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/767/075/GCF_000767075.1_ASM76707v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/767/075/GCA_000767075.1_ASM76707v1
Haemophilus influenzae,477,19710,SAMN02595602 ,PRJNA235929,Proteobacteria,Gammaproteobacteria,GCA_000931575.1 ,1.84626,38.2,chromosome:NZ_CP007470.1/CP007470.1,-,1,1842,1702,2/23/2015,3/25/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/931/575/GCF_000931575.1_ASM93157v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/931/575/GCA_000931575.1_ASM93157v1
